Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,WhiteTitle,BlackTitle,moves_line,tag_line
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/4ZqKe6HM,2018.09.30,-,thiago31anos,Jekyll777,1-0,2018.09.30,22:00:02,1259,1255,12,-11,A01,Nimzo-Larsen Attack: Classical Variation,300+0,Normal,,,2400,2382
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/P263yNoP,2018.09.30,-,stratos123,Atia-Issa,0-1,2018.09.30,22:00:02,1440,1437,-12,11,C45,Scotch Game,300+0,Normal,,,2420,2402
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/Y5W1ZhKC,2018.09.30,-,Slav42,yokie592,0-1,2018.09.30,22:00:02,1475,1469,-11,12,C42,Russian Game: Cozio (Lasker) Attack,300+0,Time forfeit,,,2440,2422
Rated Blitz tournament https://lichess.org/tournament/oishmLfB,https://lichess.org/nhtp4KE2,2018.09.30,-,Smike,turkblackbourne61,0-1,2018.09.30,22:00:02,1430,1447,-10,12,C00,French Defense: Knight Variation,300+0,Normal,,,2460,2442
Rated Blitz tournament https://lichess.org/tournament/oishmLfB,https://lichess.org/azLZwaPk,2018.09.30,-,panuci,Aspy,1-0,2018.09.30,22:00:02,1703,1689,11,-11,E00,Indian Game: East Indian Defense,300+0,Time forfeit,,,2480,2462
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/g0MutSev,2018.09.30,-,lgonzaguille,Lifey,1-0,2018.09.30,22:00:02,1374,1383,11,-11,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",300+0,Normal,,,2500,2482
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/Pcaokc7M,2018.09.30,-,PipetkaSvobodi,trogzorz,1-0,2018.09.30,22:00:02,1282,1262,10,-10,A04,Zukertort Opening: Queen's Gambit Invitation,300+0,Time forfeit,,,2520,2502
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/pPnIdzP5,2018.09.30,-,mmoon01,yogogmxde,1-0,2018.09.30,22:00:02,1401,1398,11,-11,C64,Ruy Lopez: Classical Variation,300+0,Normal,,,2540,2522
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/q5XFpqe5,2018.09.30,-,parinay,kazamaza,0-1,2018.09.30,22:00:02,1200,1192,-11,12,B07,Pirc Defense #4,300+0,Time forfeit,,,2560,2542
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/OtoiX6r4,2018.09.30,-,panchollero,Carlos_Rosales,1/2-1/2,2018.09.30,22:00:02,1323,1322,0,0,B01,Scandinavian Defense: Main Line,300+0,Normal,,,2580,2562
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/hSen8U57,2018.09.30,-,isstoo,raiinman,1-0,2018.09.30,22:00:02,1351,1352,10,-13,B00,"Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation",300+0,Time forfeit,,,2600,2582
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/P0A8mHxa,2018.09.30,-,teterdu76,ercumentgermenli,0-1,2018.09.30,22:00:02,1449,1446,-11,10,B00,Owen Defense,300+0,Normal,,,2620,2602
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/7rTTBGdf,2018.09.30,-,Dansier,Alb3rt0,1-0,2018.09.30,22:00:02,1253,1253,10,-11,C50,Italian Game,300+0,Time forfeit,,,2640,2622
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/BaRZ7X9J,2018.09.30,-,NonsenseChess,Tshepolaviens16,0-1,2018.09.30,22:00:02,1495,1487,-11,11,A10,English Opening,300+0,Time forfeit,,,2660,2642
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/5hmgzbGU,2018.09.30,-,DoctorWhopper,rubiales4739,1-0,2018.09.30,22:00:02,1252,1244,15,-17,C42,Petrov's Defense #2,300+0,Normal,,,2680,2662
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/ZAq3cksY,2018.09.30,-,Voje,Nordehacedod,0-1,2018.09.30,22:00:02,1421,1423,-11,11,?,?,300+0,Abandoned,,,2700,2682
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/bYqQCP3I,2018.09.30,-,HaitamBarez1996,ver22,0-1,2018.09.30,22:00:02,1117,1117,-11,13,B01,Scandinavian Defense,300+0,Normal,,,2720,2702
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/Icq1VseH,2018.09.30,-,Ashendrugar,Shahrook,1-0,2018.09.30,22:00:02,1230,1239,11,-12,B50,Sicilian Defense,300+0,Normal,,,2740,2722
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/tNmeOd3M,2018.09.30,-,archange007,EAsmarGlenn,0-1,2018.09.30,22:00:02,1303,1308,-10,11,A43,Old Benoni Defense,300+0,Normal,,,2760,2742
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/5LVkTqOH,2018.09.30,-,Lawyered,PaddyCologne,1-0,2018.09.30,22:00:02,1145,1122,10,-11,D00,Queen's Pawn Game: Mason Attack,300+0,Normal,,,2780,2762
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/pz91RJDi,2018.09.30,-,EndeavourMorse,rezaroodzard,1-0,2018.09.30,22:00:02,1184,1153,10,-11,D00,Queen's Pawn Game: Chigorin Variation,300+0,Normal,,,2800,2782
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/2GRBIoyG,2018.09.30,-,romano-sole,Normski,1-0,2018.09.30,22:00:02,1222,1225,11,-13,B01,Scandinavian Defense: Mieses-Kotroc Variation,300+0,Time forfeit,,,2820,2802
Rated Blitz tournament https://lichess.org/tournament/8OcmxoCa,https://lichess.org/sheBjq1h,2018.09.30,-,TOMELREY,Miapuppy,1-0,2018.09.30,22:00:02,1387,1392,10,-16,C20,King's Pawn Game: Leonardis Variation,300+0,Time forfeit,,,2840,2822
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/tjxiJ256,2018.09.30,-,SplizZ_AveX,MarAbierto,0-1,2018.09.30,22:00:02,2105,2152,-9,11,C63,Ruy Lopez: Schliemann Defense,180+0,Normal,,,2860,2842
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/KqW2Qx2U,2018.09.30,-,Caronte68,lewomar,1-0,2018.09.30,22:00:02,2291,2432,22,-14,C10,French Defense: Paulsen Variation,180+0,Time forfeit,,,2880,2862
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/pTCFwLVU,2018.09.30,-,Asliozsoy,Hi_Shin_Unit,1/2-1/2,2018.09.30,22:00:02,1917,1922,0,0,B33,"Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation",180+0,Normal,,,2900,2882
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/iuxu7Ufx,2018.09.30,-,capareborn,dGonzo,0-1,2018.09.30,22:00:02,1770,1790,-11,12,C21,"Danish Gambit Accepted, Schlechter Defense",180+0,Time forfeit,,,2920,2902
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/fJx4rRyB,2018.09.30,-,fouadnassif,balbon10,1-0,2018.09.30,22:00:02,1678,1678,11,-11,C26,"Bishop's Opening: Vienna Hybrid, Spielmann Attack",180+0,Time forfeit,,,2940,2922
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/fMtketRS,2018.09.30,-,michaeldesanta,leo999benz,1-0,2018.09.30,22:00:02,1885,1848,11,-11,B12,Caro-Kann Defense,180+0,Normal,,,2960,2942
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/miy8Ftza,2018.09.30,-,Nastasia2017,netolyan,0-1,2018.09.30,22:00:02,1999,1981,-13,12,D08,Queen's Gambit Refused: Albin Countergambit,180+0,Time forfeit,,,2980,2962
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/0mJtO0cX,2018.09.30,-,Pivello,nikordero,0-1,2018.09.30,22:00:02,1765,1749,-12,12,?,?,180+0,Abandoned,,,3000,2982
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/NKqfD19H,2018.09.30,-,VIONIC,ncscarso,1-0,2018.09.30,22:00:02,1691,1690,11,-12,B02,Alekhine Defense: Two Pawn Attack,180+0,Normal,,,3020,3002
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/MxgEp7qm,2018.09.30,-,killer937,Nielk,0-1,2018.09.30,22:00:02,2027,2035,-12,12,B06,Modern Defense,180+0,Normal,,,3040,3022
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/mLMKqVzL,2018.09.30,-,omarmarocain,bowlbycory,0-1,2018.09.30,22:00:02,1453,1473,-11,11,B50,Sicilian Defense,180+0,Time forfeit,,,3060,3042
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/pUXbRyPa,2018.09.30,-,Taccount,soco65,1-0,2018.09.30,22:00:02,1712,1706,10,-11,B40,Sicilian Defense: French Variation,180+0,Normal,,,3080,3062
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/kdC2aJH4,2018.09.30,-,osa1974,Lappy404,1/2-1/2,2018.09.30,22:00:02,1548,1637,3,-3,B10,Caro-Kann Defense,180+0,Normal,,,3100,3082
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/OWt5y9e8,2018.09.30,-,SeNiKom,barb0za,1-0,2018.09.30,22:00:02,1955,1932,11,-10,B11,Caro-Kann Defense,180+0,Normal,,,3120,3102
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/bP4eav4W,2018.09.30,-,skofiari,s4ever,1-0,2018.09.30,22:00:02,1836,1832,12,-10,B30,Sicilian Defense: Old Sicilian,180+0,Normal,,,3140,3122
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/l1okslOt,2018.09.30,-,rachidhafidi05,Giorgakis,1/2-1/2,2018.09.30,22:00:02,1299,1359,3,-2,D05,Rubinstein Opening,180+0,Normal,,,3160,3142
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/ftB6KorJ,2018.09.30,-,Rmwanderley,FuturesTrader,1-0,2018.09.30,22:00:02,2152,2184,14,-13,B53,Sicilian Defense: Chekhover Variation,180+0,Normal,,,3180,3162
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/IwqX4FMU,2018.09.30,-,JCLebrun,blindpikachu,0-1,2018.09.30,22:00:02,1741,1745,-11,10,?,?,180+0,Abandoned,,,3200,3182
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/eJFAJcRf,2018.09.30,-,PepperoniQuest,hansip,1/2-1/2,2018.09.30,22:00:02,2052,2062,1,-1,B50,Sicilian Defense,180+0,Time forfeit,,,3220,3202
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/dSBSSois,2018.09.30,-,oeroeboeroe,ProOodiIGY,0-1,2018.09.30,22:00:02,1728,1725,-12,12,A40,Queen's Pawn,180+0,Time forfeit,,,3240,3222
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/Znqpn5g3,2018.09.30,-,Kraneo,thecorrs1,1-0,2018.09.30,22:00:02,1806,1829,14,-12,D10,Slav Defense #2,180+0,Time forfeit,,,3260,3242
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/gvasaROl,2018.09.30,-,kazmaus,land1977,0-1,2018.09.30,22:00:02,1639,1649,-11,12,B00,King's Pawn Game: Nimzowitsch Defense,180+0,Normal,,,3280,3262
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/Ck6dcsnK,2018.09.30,-,Alexpzh,micnow21,1-0,2018.09.30,22:00:02,1691,1695,11,-12,B21,Sicilian Defense: Smith-Morra Gambit,180+0,Normal,,,3300,3282
Rated Blitz tournament https://lichess.org/tournament/OxfQc7pb,https://lichess.org/XLSW8r67,2018.09.30,-,IrlandaRush,panos1973,1-0,2018.09.30,22:00:02,1545,1536,13,-12,C40,Latvian Gambit: Mason Countergambit,180+0,Time forfeit,,,3320,3302
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/xVbLrnoq,2018.09.30,-,TITAN27,chamuyero,0-1,2018.09.30,22:00:02,1850,1887,-10,10,D37,Queen's Gambit Declined: Three Knights Variation,60+0,Normal,,,3340,3322
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/fB4Fpw5G,2018.09.30,-,Coup_de_Grace,Sharacky,1/2-1/2,2018.09.30,22:00:02,2342,2236,-4,4,A40,Modern Defense,60+0,Normal,,,3360,3342
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/jHwAjjD6,2018.09.30,-,Professor_dank,resolushons,1-0,2018.09.30,22:00:02,1539,1488,9,-11,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,60+0,Normal,,,3380,3362
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/9Tw7I88f,2018.09.30,-,eifyt,decidement,0-1,2018.09.30,22:00:02,2039,2053,-12,8,D00,Queen's Pawn Game #2,60+0,Normal,,,3400,3382
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/eitRPD5y,2018.09.30,-,chektomate,Jugui,1-0,2018.09.30,22:00:02,1565,1554,13,-12,A00,Anderssen Opening,60+0,Normal,,,3420,3402
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/vGd7XlcW,2018.09.30,-,Bolso_MITO2018,Nourmaz,0-1,2018.09.30,22:00:02,1893,1895,-12,12,?,?,60+0,Abandoned,,,3440,3422
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/fpG8DEid,2018.09.30,-,yak777,jardeljr,0-1,2018.09.30,22:00:02,1784,1719,-18,14,B06,Modern Defense: Standard Line,60+0,Time forfeit,,,3460,3442
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/JOTjwdJw,2018.09.30,-,zwartedame,MrDuchesne,0-1,2018.09.30,22:00:02,1837,1837,-11,10,E61,"King's Indian Defense: Semi-Classical Variation, Hollywood Variation",60+0,Normal,,,3480,3462
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/LmKgYrbH,2018.09.30,-,MyTho,majdaqel,0-1,2018.09.30,22:00:02,1903,1927,-11,9,B06,Modern Defense,60+0,Time forfeit,,,3500,3482
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/TOjUkP5g,2018.09.30,-,Sasatvsem111,boberarena,1-0,2018.09.30,22:00:02,1957,1935,13,-11,B27,Sicilian Defense,60+0,Time forfeit,,,3520,3502
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/V3rgdWfb,2018.09.30,-,JFedericoV,FancysGames,1-0,2018.09.30,22:00:02,1826,1818,11,-11,D02,Queen's Pawn Game: Zukertort Variation,60+0,Normal,,,3540,3522
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/uuAhBiAD,2018.09.30,-,kh447,Secjacek,1-0,2018.09.30,22:00:02,2066,2059,11,-11,D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line",60+0,Time forfeit,,,3560,3542
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/mmLnU0eo,2018.09.30,-,Drake1980,chessengineer17,0-1,2018.09.30,22:00:02,1382,1476,-9,10,A01,Nimzo-Larsen Attack: Classical Variation,60+0,Normal,,,3580,3562
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/qurIXZyI,2018.09.30,-,alexander4242,hasancil,1-0,2018.09.30,22:00:02,2149,2158,13,-12,B20,Sicilian Defense,60+0,Normal,,,3600,3582
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/wmxjbvBD,2018.09.30,-,yaser2018,DanFrank99,1/2-1/2,2018.09.30,22:00:02,1602,1638,1,-1,B12,Caro-Kann Defense: Advance Variation,60+0,Time forfeit,,,3620,3602
Rated Bullet tournament https://lichess.org/tournament/lpXNuUWV,https://lichess.org/l1cGQqdP,2018.09.30,-,MightySquirtall,antony_kasparova87,1-0,2018.09.30,22:00:02,1806,1802,11,-12,B01,Scandinavian Defense,60+0,Normal,,,3640,3622
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/ghwwiS5b,2018.09.30,-,josea33,akamil1982,0-1,2018.09.30,22:00:02,1737,1730,-11,11,C46,Three Knights Opening,60+0,Time forfeit,,,3660,3642
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/D3iinN9F,2018.09.30,-,DARDELU,arielselser60,1-0,2018.09.30,22:00:02,1436,1396,9,-10,B00,Nimzowitsch Defense: Williams Variation,60+0,Time forfeit,,,3680,3662
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/uiIulxO7,2018.09.30,-,YBH,marge54,1-0,2018.09.30,22:00:02,1640,1665,12,-13,C42,Russian Game: Cochrane Gambit,60+0,Normal,,,3700,3682
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/rWuRmg0G,2018.09.30,-,Aprendizdedicado,Magnat1977,0-1,2018.09.30,22:00:02,1617,1614,-12,12,D11,Slav Defense: Quiet Variation,60+0,Normal,,,3720,3702
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/2i9oFXy7,2018.09.30,-,tonhao,ramosquito,0-1,2018.09.30,22:00:02,1637,1624,-11,11,E62,"King's Indian Defense: Fianchetto Variation, Karlsbad Variation",60+0,Time forfeit,,,3740,3722
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/qOfB9gyy,2018.09.30,-,FcoMoreno,tom06270,1-0,2018.09.30,22:00:02,1789,1803,11,-12,C01,French Defense: Exchange Variation,60+0,Normal,,,3760,3742
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/JpfY8O7s,2018.09.30,-,BeatlesOverStones,PepsiNGaming,1/2-1/2,2018.09.30,22:00:02,1763,1764,0,0,C50,Italian Game,60+0,Normal,,,3780,3762
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/1dCDrhfS,2018.09.30,-,jalkadri,recipe4grandeur,0-1,2018.09.30,22:00:02,1482,1491,-11,12,E70,King's Indian Defense: Accelerated Averbakh Variation,60+0,Time forfeit,,,3800,3782
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/wEzEJ9fp,2018.09.30,-,gmamtzad,STOCKFISHKOMODO,1-0,2018.09.30,22:00:02,1686,1691,12,-12,B10,Caro-Kann Defense,60+0,Time forfeit,,,3820,3802
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/mbsRZ7YZ,2018.09.30,-,anan-yanimda-xd,FIGURELLI,1-0,2018.09.30,22:00:02,1730,1729,12,-11,D07,Queen's Gambit Refused: Chigorin Defense #2,60+0,Time forfeit,,,3840,3822
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/PtcO2nOQ,2018.09.30,-,joelsantana,RelowoChess,1-0,2018.09.30,22:00:02,1610,1625,11,-12,B08,Pirc Defense: Classical Variation,180+0,Normal,,,3860,3842
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/TRZV4k3O,2018.09.30,-,Zugwangbjtch,mrzmsmglsnk,1-0,2018.09.30,22:00:02,1581,1584,11,-10,B00,King's Pawn,180+0,Normal,,,3880,3862
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/jOwOxYuk,2018.09.30,-,rm14,mattyaxe,1-0,2018.09.30,22:00:02,1237,1283,13,-17,B30,Sicilian Defense: Old Sicilian,60+0,Time forfeit,,,3900,3882
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/wIlpXYEj,2018.09.30,-,suryoyo,whose,1-0,2018.09.30,22:00:02,1407,1441,11,-12,D05,Colle System,180+0,Time forfeit,,,3920,3902
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/UfeaCm24,2018.09.30,-,king-Ettore,Donny_Trump,0-1,2018.09.30,22:00:02,1525,1521,-11,11,B08,Pirc Defense: Classical Variation,180+0,Normal,,,3940,3922
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/jOdELMpz,2018.09.30,-,yasein,shariatpanahi,1-0,2018.09.30,22:00:02,1579,1570,11,-10,C50,Italian Game,180+0,Time forfeit,,,3960,3942
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/Czj9XtdS,2018.09.30,-,martinde25,male_here,0-1,2018.09.30,22:00:02,1809,1830,-10,10,B15,Caro-Kann Defense: Gurgenidze System,60+0,Time forfeit,,,3980,3962
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/S6GReKbs,2018.09.30,-,Ankit_ks1404,Paky,1-0,2018.09.30,22:00:02,1638,1637,12,-11,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",180+0,Normal,,,4000,3982
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/iWgxQ9ND,2018.09.30,-,AlexAmatUal,abdelalikouyache,1-0,2018.09.30,22:00:02,1860,1844,11,-11,C50,"Italian Game: Giuoco Pianissimo, Normal",60+0,Time forfeit,,,4020,4002
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/fXrknKen,2018.09.30,-,Wang_Kerr,integrated_systems,1-0,2018.09.30,22:00:02,1588,1505,9,-8,B12,Caro-Kann Defense #2,60+0,Normal,,,4040,4022
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/c2O67n2q,2018.09.30,-,amin137111,Travel_Size,0-1,2018.09.30,22:00:02,1339,1369,-11,9,B40,Sicilian Defense: French Variation,60+0,Time forfeit,,,4060,4042
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/UKTFh6Sc,2018.09.30,-,smoothwitness,ulyssesPAT,1/2-1/2,2018.09.30,22:00:02,1195,1189,0,0,B01,Scandinavian Defense,180+0,Normal,,,4080,4062
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/hFiMdeEs,2018.09.30,-,mamutek,HOSM2019,1-0,2018.09.30,22:00:02,1496,1501,10,-12,C01,French Defense: Exchange Variation,180+0,Normal,,,4100,4082
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/eOpRCdjv,2018.09.30,-,melzeuch,MrMojon,0-1,2018.09.30,22:00:02,1223,1216,-12,12,C21,Center Game #2,180+0,Normal,,,4120,4102
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/UWYJkEGt,2018.09.30,-,atjn494,FUEK-ME-HARD,1-0,2018.09.30,22:00:02,1075,1145,14,-17,C42,Russian Game: Damiano Variation,180+0,Time forfeit,,,4140,4122
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/JKQG8YcN,2018.09.30,-,destroyergrand04,Lootz_10,1-0,2018.09.30,22:00:02,1627,1626,12,-11,A01,Nimzo-Larsen Attack: English Variation,180+0,Time forfeit,,,4160,4142
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/K1uMyFH4,2018.09.30,-,zo8aby1111,Murpi_nandemar-epih,1-0,2018.09.30,22:00:02,1482,1474,14,-11,A80,Dutch Defense,180+0,Time forfeit,,,4180,4162
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/onohn2Js,2018.09.30,-,Riccardo8Lombardo,ishan123r,0-1,2018.09.30,22:00:02,1863,1893,-10,10,A40,Queen's Pawn,60+0,Normal,,,4200,4182
Rated Bullet tournament https://lichess.org/tournament/rs53Xpda,https://lichess.org/R97htoE3,2018.09.30,-,richard_rapport22,gordonpt8,0-1,2018.09.30,22:00:02,1762,1744,-11,12,B32,Sicilian Defense: Open #3,60+0,Normal,,,4220,4202
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/axjwZ3eq,2018.09.30,-,Anna32232,chineduorji,1-0,2018.09.30,22:00:02,1601,1595,10,-10,E34,"Nimzo-Indian Defense: Classical Variation, Noa Variation",180+0,Normal,,,4240,4222
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/eDwO7Cxs,2018.09.30,-,jeff_tom_araya,Pirata68,1-0,2018.09.30,22:00:02,1516,1520,11,-11,C50,Italian Game,180+0,Normal,,,4260,4242
Rated Blitz tournament https://lichess.org/tournament/E2HEP3rg,https://lichess.org/I8DbG9yp,2018.09.30,-,Prof_van_Dusen,Alex_5712,1-0,2018.09.30,22:00:02,1502,1514,11,-11,A40,"Englund Gambit Declined, Reversed French",180+0,Normal,,,4280,4262
